,POI_name,latitude,longitude,category_name,category_id,price,rating,distance,bike_ll
1474,LaFabbrica,19.419216,-99.166514,Restaurant,13065,2,NaN,35,"19.41955,-99.166214"
1475,Kaiten,19.419394,-99.166554,Restaurant,13065,NaN,NaN,39,"19.41955,-99.166214"
1476,Noe’s Ark,19.419366,-99.166621,Restaurant,13065,2,5.9,59,"19.41955,-99.166214"
1477,Helados y nieves,19.438354,-99.20633,Deli,13039,1,NaN,13,"19.438551,-99.206298"
1478,La Destilaria,19.438738,-99.206344,Taco Restaurant,13306,NaN,NaN,21,"19.438551,-99.206298"
1479,El Pay,19.438521,-99.206561,Seafood Restaurant,13338,3,NaN,27,"19.438551,-99.206298"
1480,Pasteleria Elizondo,19.438849,-99.206076,Bakery,13002,2,6.7,35,"19.438551,-99.206298"
1481,Las Quesadillas de la Camioneta Amarilla,19.438917,-99.206067,Mexican Restaurant,13303,1,NaN,38,"19.438551,-99.206298"
1482,Huequito Juan Escutia,19.41664,-99.179014,Taco Restaurant,13306,2,7.7,13,"19.4165298,-99.1790435"
1483,Pizza Rock,19.416655,-99.17892,Pizzeria,13064,1,NaN,19,"19.4165298,-99.1790435"
1484,Mr Lucho Condesa,19.416654,-99.178822,Beer Bar,13006,NaN,6.5,23,"19.4165298,-99.1790435"
1485,Antojeria los Paco's,19.416721,-99.178761,Bistro,13027,NaN,NaN,36,"19.4165298,-99.1790435"
1486,Saks,19.416173,-99.179201,Mexican Restaurant,13303,NaN,NaN,42,"19.4165298,-99.1790435"
1487,Urban Veggie,19.416572,-99.178706,Vegan and Vegetarian Restaurant,13377,2,NaN,48,"19.4165298,-99.1790435"
1488,Quijote,19.420882,-99.17111,Restaurant,13065,NaN,NaN,27,"19.4208433,-99.1713729"
1489,Hotel Plaza Cozumel,19.421181,-99.171641,Restaurant,13065,2,NaN,31,"19.4208433,-99.1713729"
1490,Terraza Toledo,19.421141,-99.171266,Lounge,13016,3,5.9,43,"19.4208433,-99.1713729"
1491,Takos el Zapata,19.420991,-99.171159,Taco Restaurant,13306,1,NaN,44,"19.4208433,-99.1713729"
1492,El Coctelito,19.42047,-99.171164,Restaurant,13065,NaN,NaN,46,"19.4208433,-99.1713729"
1493,Sushitime,19.420769,-99.171695,Japanese Restaurant,13263,2,NaN,53,"19.4208433,-99.1713729"
1494,Pizzeria las Quadradas,19.420236,-99.174552,Pizzeria,13064,1,NaN,9,"19.420281,-99.174392"
1495,Www.Losguisados.Com,19.420218,-99.17424,Mexican Restaurant,13303,1,NaN,17,"19.420281,-99.174392"
1496,Amanda Manda,19.420514,-99.174467,Restaurant,13065,2,NaN,27,"19.420281,-99.174392"
1497,La Pancita,19.41988,-99.174472,Mexican Restaurant,13303,1,8.1,28,"19.420281,-99.174392"
1498,Ricas Tortas la Lupita,19.420553,-99.174257,Mexican Restaurant,13303,1,NaN,33,"19.420281,-99.174392"
1499,Chabela Pasión por el Maíz,19.42069,-99.174239,Deli,13039,1,NaN,38,"19.420281,-99.174392"
1500,John Jacob,19.424729,-99.172,Lounge,13016,3,NaN,36,"19.424941,-99.17233"
1501,Diana Restaurant,19.425133,-99.172019,Restaurant,13065,2,8.2,38,"19.424941,-99.17233"
1502,Jean & Georges Steak House,19.425386,-99.172294,Steakhouse,13383,4,NaN,40,"19.424941,-99.17233"
1503,Pasillo de Garnachas,19.428757,-99.164413,Fast Food Restaurant,13145,1,NaN,6,"19.428802,-99.164381"
1504,Rock stock,19.428476,-99.164351,Rock Club,10041,NaN,NaN,25,"19.428802,-99.164381"
1505,Piratas Burguer,19.428674,-99.164121,Burger Joint,13031,1,NaN,30,"19.428802,-99.164381"
1506,La Hoja,19.428996,-99.164663,Restaurant,13065,2,NaN,31,"19.428802,-99.164381"
1507,Corredor Godinez,19.428625,-99.164775,Buffet,13030,NaN,NaN,33,"19.428802,-99.164381"
1508,Don Pollo - D.F.,19.42912,-99.16452,Restaurant,13065,NaN,NaN,38,"19.428802,-99.164381"
1509,Salón Tropicoso,19.429147,-99.164453,Night Club,10032,NaN,NaN,39,"19.428802,-99.164381"
1510,Comedor BMV,19.429175,-99.164386,Diner,13049,1,NaN,42,"19.428802,-99.164381"
1511,Bar Kitch,19.428501,-99.164651,Karaoke Bar,13015,2,NaN,43,"19.428802,-99.164381"
1512,Frutos Prohibidos,19.423726,-99.172702,Café,13034,NaN,NaN,15,"19.423664,-99.172568"
1513,Tacos el seven,19.423515,-99.172406,Comfort Food Restaurant,13134,NaN,NaN,23,"19.423664,-99.172568"
1514,Sushi San,19.423532,-99.172325,Japanese Restaurant,13263,2,NaN,29,"19.423664,-99.172568"
1515,Xhunca,19.423714,-99.17226,Bistro,13027,NaN,NaN,34,"19.423664,-99.172568"
1516,Cafe el Abuelo,19.423219,-99.172515,Diner,13049,1,NaN,36,"19.423664,-99.172568"
1517,"Frutos Prohibidos y Otros Placeres, Reforma",19.423987,-99.172541,Salad Restaurant,13332,NaN,NaN,36,"19.423664,-99.172568"
1518,Frutos Prohibidos,19.424032,-99.172791,Salad Restaurant,13332,1,8.3,47,"19.423664,-99.172568"
1519,Hamburguesas para Bajar la Peda,19.424551,-99.163683,Burger Joint,13031,1,NaN,3,"19.424584,-99.163688"
1520,Hamburguesita de Carrito,19.424506,-99.163288,Burger Joint,13031,1,NaN,31,"19.424584,-99.163688"
1521,Los Canarios,19.424819,-99.173509,Mexican Restaurant,13303,1,8.6,6,"19.42454,-99.173247"
1522,Restaurante la Joya,19.424738,-99.173076,Restaurant,13065,2,NaN,14,"19.42454,-99.173247"
1523,La Cuchara de San Sebastián,19.424902,-99.173308,Spanish Restaurant,13345,2,7.6,27,"19.42454,-99.173247"
1524,Antro Bus,19.424794,-99.172942,Dive Bar,13010,1,NaN,32,"19.42454,-99.173247"
1525,Tacuqui,19.424902,-99.173308,Taco Restaurant,13306,NaN,NaN,40,"19.42454,-99.173247"
1526,Heritage Lounge bar / Canta Bar / Sports Bar,19.424763,-99.173643,Hotel Bar,13013,3,NaN,59,"19.42454,-99.173247"
1527,Market Gourmet Café,19.424763,-99.173643,Bistro,13027,NaN,6.6,60,"19.42454,-99.173247"
1528,Lynis Reforma,19.42554,-99.171451,Restaurant,13065,2,6.9,22,"19.42528,-99.171099"
1529,Sukiya,19.425415,-99.171318,Japanese Restaurant,13263,2,5.8,27,"19.42528,-99.171099"
1530,La catedral méxico restaurant & bar,19.425043,-99.171182,Mexican Restaurant,13303,1,NaN,27,"19.42528,-99.171099"
1531,Panchos,19.425461,-99.170804,Mexican Restaurant,13303,1,NaN,36,"19.42528,-99.171099"
1532,Esquites,19.425676,-99.170939,Mexican Restaurant,13303,1,NaN,47,"19.42528,-99.171099"
1533,La Santa Pizza San Rafael,19.437962,-99.163996,Pizzeria,13064,1,8.8,25,"19.437665,-99.164018"
1534,Sushi Washoku,19.437936,-99.163746,Japanese Restaurant,13263,2,5.8,43,"19.437665,-99.164018"
1535,Mistral Burger,19.438068,-99.16381,Burger Joint,13031,1,NaN,49,"19.437665,-99.164018"
1536,El Mesón del Caballo Bayo,19.437936,-99.163746,Mexican Restaurant,13303,1,NaN,575,"19.437665,-99.164018"
1537,Hache's,19.42738,-99.177038,Speakeasy,13021,3,NaN,25,"19.427575,-99.17702"
1538,Restaurantes,19.427189,-99.176873,Restaurant,13065,NaN,NaN,45,"19.427575,-99.17702"
1539,Café Punta del Cielo,19.434186,-99.162463,Coffee Shop,13035,NaN,NaN,12,"19.434081,-99.162434"
1540,Tacos Pa'Cuates,19.433734,-99.162459,Taco Restaurant,13306,1,NaN,37,"19.434081,-99.162434"
1541,Oishi Sushi,19.43366,-99.16253,Sushi Restaurant,13276,2,NaN,47,"19.434081,-99.162434"
1542,Merlon Restaurant,19.434365,-99.162186,Seafood Restaurant,13338,3,NaN,48,"19.434081,-99.162434"
1543,Barbacoa,19.441685,-99.165345,Taco Restaurant,13306,1,NaN,18,"19.441533,-99.165268"
1544,Tacos al Carbón Don Luis,19.441757,-99.16516,BBQ Joint,13026,2,NaN,27,"19.441533,-99.165268"
1545,Tortas Hipodromo,19.433657,-99.167664,Sandwich Restaurant,13334,1,NaN,12,"19.4335895,-99.1678193"
1546,El Italianito,19.433218,-99.167785,Italian Restaurant,13236,2,6.4,16,"19.4335895,-99.1678193"
1547,Corazón Panzón,19.433345,-99.168021,Restaurant,13065,2,NaN,34,"19.4335895,-99.1678193"
1548,Mi Prieta Linda,19.433218,-99.167785,Restaurant,13065,1,6.3,40,"19.4335895,-99.1678193"
1549,Polleria los Ríos,19.433463,-99.168133,Fried Chicken Joint,13055,1,NaN,41,"19.4335895,-99.1678193"
1550,Jerry Cocina Económica,19.4335,-99.167376,Restaurant,13065,2,NaN,47,"19.4335895,-99.1678193"
1551,Museo Casa Carranza,19.431303,-99.163474,History Museum,10030,NaN,8.0,15,"19.431192,-99.163546"
1552,Burrito Costeño,19.430964,-99.16373,Seafood Restaurant,13338,3,NaN,31,"19.431192,-99.163546"
1553,Barbacoa Lerma y Amazonas,19.430755,-99.163546,Taco Restaurant,13306,1,NaN,37,"19.431192,-99.163546"
1554,Pane en Via,19.435318,-99.173528,Mediterranean Restaurant,13302,2,6.4,79,"19.435039,-99.173879"
1555,La Fonda del Recuerdo,19.435221,-99.173604,Mexican Restaurant,13303,2,7.2,890,"19.435039,-99.173879"
1556,Tlacoyos Pemex,19.43892,-99.177365,Southern / Soul Food Restaurant,13344,1,NaN,8,"19.438984,-99.177549"
1557,Parrilla 51,19.438727,-99.177517,Steakhouse,13383,4,5.5,11,"19.438984,-99.177549"
1558,Morales Paredes Paola,19.438877,-99.177624,Restaurant,13065,NaN,NaN,14,"19.438984,-99.177549"
1559,Blue Monk México,19.43892,-99.177365,Restaurant,13065,2,NaN,19,"19.438984,-99.177549"
1560,Carnitas Rivera,19.43892,-99.177365,Taco Restaurant,13306,1,8.0,26,"19.438984,-99.177549"
1561,Little Cesar,19.43933,-99.177628,Pizzeria,13064,1,NaN,28,"19.438984,-99.177549"
1562,La Barrita I,19.438631,-99.177592,Restaurant,13065,2,6.6,29,"19.438984,-99.177549"
1563,Wings Army,19.438959,-99.17791,American Restaurant,13068,2,6.6,37,"19.438984,-99.177549"
1564,Vips,19.439295,-99.177421,Restaurant,13065,2,6.2,37,"19.438984,-99.177549"
1565,Chang Hing,19.439094,-99.178009,Chinese Restaurant,13099,1,NaN,49,"19.438984,-99.177549"
1566,Parrilla D'Angel,19.44091,-99.176787,BBQ Joint,13026,2,NaN,14,"19.440818,-99.176961"
1567,Cafe 3G,19.440951,-99.176845,Diner,13049,1,NaN,15,"19.440818,-99.176961"
1568,El Boxito,19.440707,-99.177074,Mexican Restaurant,13303,2,NaN,17,"19.440818,-99.176961"
1569,Roof Garden Laguna de Mayran,19.440525,-99.177091,Lounge,13016,3,NaN,20,"19.440818,-99.176961"
1570,Doña Cebolla,19.440538,-99.177216,Fast Food Restaurant,13145,1,NaN,23,"19.440818,-99.176961"
1571,Red Onion,19.440525,-99.177091,BBQ Joint,13026,2,NaN,24,"19.440818,-99.176961"
1572,Ensaladas Mayrán,19.440602,-99.176853,Salad Restaurant,13332,1,NaN,26,"19.440818,-99.176961"
1573,Ensaladas de la Casa,19.440991,-99.176903,Salad Restaurant,13332,1,NaN,29,"19.440818,-99.176961"
1574,Tortas Pemex,19.441247,-99.17687,Fast Food Restaurant,13145,1,7.2,48,"19.440818,-99.176961"
1575,Puesto de Tacos Alex,19.441129,-99.176885,Taco Restaurant,13306,1,NaN,58,"19.440818,-99.176961"
1576,Las Cacerolas,19.433525,-99.166414,Diner,13049,1,7.8,24,"19.433803,-99.166223"
1577,El Rincón del Pulpo,19.433856,-99.165927,Seafood Restaurant,13338,3,NaN,32,"19.433803,-99.166223"
1578,Fish Taco,19.433538,-99.166049,Seafood Restaurant,13338,3,NaN,34,"19.433803,-99.166223"
1579,Comida corrida Don Goyo,19.433719,-99.165945,Restaurant,13065,2,NaN,35,"19.433803,-99.166223"
1580,AnnedSalad,19.433444,-99.166087,Salad Restaurant,13332,1,NaN,42,"19.433803,-99.166223"
1581,A Guzto,19.433474,-99.16594,Restaurant,13065,2,NaN,47,"19.433803,-99.166223"
1582,La Tortacha,19.43362,-99.166655,Sandwich Restaurant,13334,1,7.8,56,"19.433803,-99.166223"
1583,La Zumeria Polanco,19.433731,-99.20763,Restaurant,13065,2,NaN,28,"19.433542,-99.207808"
1584,Los Panchitos,19.444148,-99.151938,Taco Restaurant,13306,1,NaN,29,"19.444031,-99.152187"
1585,Chambao,19.431923,-99.201527,Steakhouse,13383,4,6.7,14,"19.431799,-99.201565"
1586,Bar Tomate,19.431919,-99.201659,Mediterranean Restaurant,13302,NaN,NaN,16,"19.431799,-99.201565"
1587,Chambao Polanco,19.431861,-99.201407,Restaurant,13065,NaN,NaN,17,"19.431799,-99.201565"
1588,Consuplan,19.431609,-99.201449,Restaurant,13065,NaN,NaN,24,"19.431799,-99.201565"
1589,Tamalli,19.431633,-99.201253,Mexican Restaurant,13303,1,6.5,27,"19.431799,-99.201565"
1590,Villa Azur- México,19.431878,-99.201601,Restaurant,13065,2,8.5,33,"19.431799,-99.201565"
1591,Barniz,19.431493,-99.201905,Cocktail Bar,13009,3,5.8,62,"19.431799,-99.201565"
1592,Hattori Sushi,19.437368,-99.187388,Sushi Restaurant,13276,2,NaN,30,"19.437431,-99.187215"
1593,Nubia's Pub,19.437055,-99.187049,Bar,13003,2,NaN,31,"19.437431,-99.187215"
1594,Central de Pizzas,19.437532,-99.18762,Pizzeria,13064,1,7.5,47,"19.437431,-99.187215"
1595,Las Generalas,19.437752,-99.187401,Restaurant,13065,2,NaN,48,"19.437431,-99.187215"
1596,Sienna,19.437724,-99.187468,Bar,13003,2,NaN,54,"19.437431,-99.187215"
1597,Campomar,19.431351,-99.191565,Seafood Restaurant,13338,3,8.6,13,"19.431242,-99.191613"
1598,Subway,19.431265,-99.191481,Deli,13039,NaN,NaN,14,"19.431242,-99.191613"
1599,Teneesee,19.431112,-99.191411,Bar,13003,2,NaN,25,"19.431242,-99.191613"
1600,H Bar,19.431321,-99.191891,Speakeasy,13021,3,NaN,30,"19.431242,-99.191613"
1601,Nashville Tennessee Grill & Bar,19.431345,-99.191914,Cocktail Bar,13009,NaN,NaN,33,"19.431242,-99.191613"
1602,Tennesse Bar,19.431317,-99.191981,New American Restaurant,13314,3,NaN,34,"19.431242,-99.191613"
1603,"La Choperia Modelo, Polanco",19.431317,-99.191981,Bar,13003,NaN,NaN,39,"19.431242,-99.191613"
1604,Quintonil,19.430935,-99.191651,Mexican Restaurant,13303,4,8.9,47,"19.431242,-99.191613"
1605,Subway,19.433608,-99.188655,Deli,13039,1,6.4,13,"19.433607,-99.188528"
1606,Karaoke My way,19.433649,-99.188381,Karaoke Bar,13015,2,6.3,18,"19.433607,-99.188528"
1607,Tamales Emerson y Horacio,19.433717,-99.188689,Mexican Restaurant,13303,1,NaN,23,"19.433607,-99.188528"
1608,Lucky Luciano,19.433415,-99.188792,Pizzeria,13064,NaN,NaN,34,"19.433607,-99.188528"
1609,Little Catch Polanco,19.433267,-99.188532,Seafood Restaurant,13338,3,NaN,37,"19.433607,-99.188528"
1610,La cochinería,19.433267,-99.188532,Yucatecan Restaurant,13308,NaN,NaN,37,"19.433607,-99.188528"
1611,El Jaguaiano,19.433196,-99.188694,Hawaiian Restaurant,13192,NaN,6.3,38,"19.433607,-99.188528"
1612,El Bravo,19.433617,-99.1889,Sandwich Restaurant,13334,1,NaN,38,"19.433607,-99.188528"
1613,Los Villanos,19.43325,-99.18837,Taco Restaurant,13306,1,7.7,42,"19.433607,-99.188528"
1614,La Bomba,19.433785,-99.18868,Mexican Restaurant,13303,1,NaN,42,"19.433607,-99.188528"
1615,Eldiez,19.433595,-99.188198,Argentinian Restaurant,13070,2,NaN,46,"19.433607,-99.188528"
1616,Taquería Orinoco,19.433202,-99.188385,Taco Restaurant,13306,1,7.5,47,"19.433607,-99.188528"
1617,"Tacos ""El Cantinflas""",19.434041,-99.189787,Taco Restaurant,13306,1,NaN,8,"19.434182,-99.189835"
1618,Tortas Gigantes,19.434054,-99.189912,Sandwich Restaurant,13334,1,NaN,8,"19.434182,-99.189835"
1619,Las Quecas de Hesiodo,19.434191,-99.189894,Mexican Restaurant,13303,1,NaN,14,"19.434182,-99.189835"
1620,Quesadillas Hesiodo,19.434457,-99.190135,Mexican Restaurant,13303,1,NaN,43,"19.434182,-99.189835"
1621,Chilaquiles de la camioneta,19.433972,-99.189796,Fast Food Restaurant,13145,1,NaN,45,"19.434182,-99.189835"
1622,Tacos de canasta,19.433739,-99.18989,Taco Restaurant,13306,1,NaN,65,"19.434182,-99.189835"
1623,Confetti,19.42902,-99.196906,Argentinian Restaurant,13070,2,NaN,13,"19.429314,-99.196965"
1624,Bar Revés,19.42902,-99.196906,Bar,13003,2,NaN,23,"19.429314,-99.196965"
1625,Tacos el Güero,19.435134,-99.147542,Taco Restaurant,13306,1,NaN,30,"19.4352787,-99.1477913"
1626,Go Bar & CineClub,19.435508,-99.147973,Movie Theater,10024,NaN,NaN,31,"19.4352787,-99.1477913"
1627,Quesadillas y Gorditas Don Juan,19.435576,-99.147964,Taco Restaurant,13306,1,NaN,39,"19.4352787,-99.1477913"
1628,Los Tacos de Juarez,19.434906,-99.147545,Taco Restaurant,13306,1,NaN,60,"19.4352787,-99.1477913"
1629,Lobby Lounge,19.434884,-99.146345,Bar,13003,2,NaN,16,"19.4351365,-99.1460756"
1630,Sonora Grill Prime @ Hilton,19.434969,-99.146179,Steakhouse,13383,4,7.1,21,"19.4351365,-99.1460756"
1631,Lobby bar,19.435112,-99.146283,Bar,13003,2,NaN,21,"19.4351365,-99.1460756"
1632,El Cardenal,19.434926,-99.146263,Mexican Restaurant,13303,3,9.4,22,"19.4351365,-99.1460756"
1633,El Oriental,19.435226,-99.146304,Chinese Restaurant,13099,1,NaN,25,"19.4351365,-99.1460756"
1634,Los Dones,19.434871,-99.14622,Restaurant,13065,NaN,NaN,33,"19.4351365,-99.1460756"
1635,Los Dones,19.434856,-99.146412,Restaurant,13065,2,7.4,36,"19.4351365,-99.1460756"
1636,Alimentos la Alameda,19.434925,-99.146403,Mexican Restaurant,13303,NaN,NaN,41,"19.4351365,-99.1460756"
1637,Coqueto,19.434856,-99.146412,Restaurant,13065,2,NaN,42,"19.4351365,-99.1460756"
1638,La Terraza Alameda,19.434748,-99.146046,Restaurant,13065,NaN,NaN,43,"19.4351365,-99.1460756"
1639,New Cine Club,19.435394,-99.146452,Gay Bar,13011,2,NaN,48,"19.4351365,-99.1460756"
1640,Salon Bach,19.434288,-99.138062,Bar,13003,2,6.5,13,"19.434514,-99.138068"
1641,Casa Santa Anna,19.434709,-99.138138,Bistro,13027,NaN,5.9,22,"19.434514,-99.138068"
1642,Rosticería Santo Gallo,19.434794,-99.138248,Fried Chicken Joint,13055,1,NaN,22,"19.434514,-99.138068"
1643,Nori Sushi,19.434247,-99.138004,Sushi Restaurant,13276,2,NaN,22,"19.434514,-99.138068"
1644,La Esperanza,19.434835,-99.138306,Bakery,13002,1,8.3,29,"19.434514,-99.138068"
1645,Comedores Privados Banxico,19.43428,-99.138298,Bistro,13027,NaN,NaN,35,"19.434514,-99.138068"
1646,Salón Bach,19.434355,-99.138369,Night Club,10032,NaN,NaN,36,"19.434514,-99.138068"
1647,Salón Sol: Bolívar,19.434864,-99.137923,Pub,13018,1,5.0,40,"19.434514,-99.138068"
1648,La Cinco de Mayo,19.434286,-99.137751,Taco Restaurant,13306,1,NaN,41,"19.434514,-99.138068"
1649,La Casa de la Costilla,19.434261,-99.137812,Taco Restaurant,13306,1,NaN,42,"19.434514,-99.138068"
1650,Restaurante el Bajío,19.434864,-99.137923,Mexican Restaurant,13303,1,8.6,43,"19.434514,-99.138068"
1651,MIDE piso 4,19.434835,-99.138306,Museum,10027,NaN,NaN,46,"19.434514,-99.138068"
1652,Izakaya Sushi,19.431854,-99.139694,Japanese Restaurant,13263,2,NaN,18,"19.432024,-99.139705"
1653,Restaurante la corte,19.431978,-99.139885,Restaurant,13065,2,NaN,24,"19.432024,-99.139705"
1654,Los tacos Venustiano Carranza,19.432004,-99.140135,Taco Restaurant,13306,1,NaN,36,"19.432024,-99.139705"
1655,Restaurant Bar Casa 19,19.431963,-99.140077,Bar,13003,2,NaN,46,"19.432024,-99.139705"
1656,Cerveceria Gastronomica,19.432004,-99.140135,Bar,13003,2,NaN,46,"19.432024,-99.139705"
1657,La Picseria,19.431775,-99.139316,Pizzeria,13064,1,NaN,49,"19.432024,-99.139705"
1658,McDonald's,19.431578,-99.158099,Burger Joint,13031,1,6.1,36,"19.431256,-99.158153"
1659,Hamburguesas y Tacos Especiales,19.432491,-99.15946,Burger Joint,13031,1,NaN,23,"19.432452,-99.15924"
1660,El Lugarcito,19.432661,-99.15891,Mexican Restaurant,13303,1,NaN,41,"19.432452,-99.15924"
1661,"La Parrilla Argentina, San Rafael",19.432704,-99.159617,Argentinian Restaurant,13070,NaN,NaN,48,"19.432452,-99.15924"
1662,Sulli Bar,19.432704,-99.159617,Mexican Restaurant,13303,1,6.2,55,"19.432452,-99.15924"
1663,Tacos de la Sombrilla Azul,19.428835,-99.201428,Burrito Restaurant,13305,1,7.5,19,"19.428847,-99.201299"
1664,Kesadillas Kosher,19.436267,-99.201027,Mexican Restaurant,13303,1,NaN,5,"19.436142,-99.200996"
1665,Pasa Döner Kebap,19.436254,-99.200902,Falafel Restaurant,13144,1,NaN,6,"19.436142,-99.200996"
1666,Tortipollos,19.435896,-99.201139,Fried Chicken Joint,13055,1,7.3,26,"19.436142,-99.200996"
1667,Tacos de Guisado,19.436267,-99.201027,Taco Restaurant,13306,1,NaN,27,"19.436142,-99.200996"
1668,Bici Tacos Moliere,19.436376,-99.201076,Taco Restaurant,13306,1,NaN,32,"19.436142,-99.200996"
1669,Tacos la Sombrilla,19.436376,-99.201076,Taco Restaurant,13306,1,NaN,33,"19.436142,-99.200996"
1670,Bambaata,19.435855,-99.201081,Bar,13003,NaN,NaN,33,"19.436142,-99.200996"
1671,"Tuux Kabin, Polanco",19.435842,-99.200956,Mexican Restaurant,13303,1,NaN,42,"19.436142,-99.200996"
1672,Papa John's Pizza,19.435864,-99.201252,Pizzeria,13064,1,6.7,45,"19.436142,-99.200996"
1673,La BTK Polanco,19.435827,-99.201148,Wings Joint,13388,1,6.4,48,"19.436142,-99.200996"
1674,La B-T-K Polanco,19.435727,-99.20118,Burger Joint,13031,1,NaN,49,"19.436142,-99.200996"
1675,La B-T-K,19.435746,-99.201032,Wings Joint,13388,1,NaN,53,"19.436142,-99.200996"
1676,Mixiotes.com,19.440507,-99.193757,Taco Restaurant,13306,1,NaN,9,"19.440508,-99.193681"
1677,La Cafe del Hospitalito,19.440178,-99.193829,Diner,13049,1,NaN,39,"19.440508,-99.193681"
1678,Simonna food truck,19.431791,-99.177664,New American Restaurant,13314,3,NaN,37,"19.43175,-99.177399"
1679,Repisa Italiana,19.440113,-99.20055,Pizzeria,13064,1,NaN,19,"19.440195,-99.200715"
1680,Cocina las Abuelitas,19.440067,-99.200569,Mexican Restaurant,13303,1,NaN,20,"19.440195,-99.200715"
1681,La 3Ra Ronda,19.440401,-99.200579,Mexican Restaurant,13303,1,7.2,26,"19.440195,-99.200715"
1682,El Bajío,19.440011,-99.200601,Mexican Restaurant,13303,1,8.3,27,"19.440195,-99.200715"
1683,La 3Era Ronda,19.440011,-99.200601,Mexican Restaurant,13303,1,NaN,27,"19.440195,-99.200715"
1684,Moshi Moshi - Miyana,19.440079,-99.200592,Sushi Restaurant,13276,2,6.7,28,"19.440195,-99.200715"
1685,Rincón Casero - Soriana,19.440045,-99.200415,Restaurant,13065,2,NaN,35,"19.440195,-99.200715"
1686,Miyana - Callejón Americano,19.439954,-99.200444,Burger Joint,13031,1,NaN,39,"19.440195,-99.200715"
1687,El Horno de la Cuadra,19.440504,-99.200408,BBQ Joint,13026,2,NaN,47,"19.440195,-99.200715"
1688,Rincon Casero,19.439874,-99.200408,Mexican Restaurant,13303,1,NaN,48,"19.440195,-99.200715"
