,POI_name,latitude,longitude,category_name,category_id,price,rating,distance,bike_ll
974,El Tortugon,19.430087,-99.14634,Mexican Restaurant,13303,1,NaN,60,"19.429947,-99.14591"
975,El Cuadrilátero,19.430336,-99.145738,Café,13034,1,5.5,72,"19.429947,-99.14591"
976,Cortes callejeros,19.434881,-99.150273,Taco Restaurant,13306,1,NaN,14,"19.434944,-99.150295"
977,Desayunos Reforma,19.435066,-99.1501,Comfort Food Restaurant,13134,NaN,NaN,24,"19.434944,-99.150295"
978,Partybus,19.435167,-99.150678,Dive Bar,13010,1,NaN,41,"19.434944,-99.150295"
979,Pizzeria los Arcos,19.434826,-99.150749,Pizzeria,13064,1,NaN,49,"19.434944,-99.150295"
980,Le Petit Resto,19.385367,-99.178419,French Restaurant,13148,3,8.3,16,"19.38542,-99.17823"
981,Oveja Negra,19.385521,-99.178406,Restaurant,13065,2,NaN,21,"19.38542,-99.17823"
982,Los Sentados,19.385487,-99.178033,Bar,13003,2,NaN,21,"19.38542,-99.17823"
983,La Takocina,19.376138,-99.185832,Restaurant,13065,2,NaN,25,"19.375865,-99.185573"
984,La Reina de las Carnitas,19.376031,-99.185826,Taco Restaurant,13306,1,NaN,32,"19.375865,-99.185573"
985,Tacos los Cuñados,19.376092,-99.185966,Taco Restaurant,13306,1,NaN,48,"19.375865,-99.185573"
986,Tacos al Pastor,19.377867,-99.169902,Taco Restaurant,13306,1,NaN,29,"19.377966,-99.170272"
987,Paraguas Bistro,19.37766,-99.170245,Taco Restaurant,13306,1,NaN,34,"19.377966,-99.170272"
988,Homeslice Pizza,19.377615,-99.170097,Pizzeria,13064,1,5.4,43,"19.377966,-99.170272"
989,Tortas Jorge,19.378179,-99.170557,Sandwich Restaurant,13334,1,NaN,50,"19.377966,-99.170272"
990,Comida Corrida y Quecas de Tlaco,19.378179,-99.170557,Mexican Restaurant,13303,1,NaN,51,"19.377966,-99.170272"
991,La Taberna de Mau,19.396265,-99.183835,Cocktail Bar,13009,3,NaN,28,"19.396359,-99.183579"
992,Look House,19.396337,-99.183254,Speakeasy,13021,3,NaN,31,"19.396359,-99.183579"
993,TacoSin Talento,19.396459,-99.183239,Taco Restaurant,13306,1,NaN,37,"19.396359,-99.183579"
994,Las Corcholatas,19.376996,-99.160788,Seafood Restaurant,13338,3,NaN,31,"19.376918,-99.16108"
995,Urban Spices - del Valle,19.376894,-99.160658,Asian Restaurant,13072,2,7.0,32,"19.376918,-99.16108"
996,"La Cervecería de Barrio, Universidad",19.377304,-99.160921,Bar,13003,2,7.7,36,"19.376918,-99.16108"
997,El Califa,19.376894,-99.160658,Taco Restaurant,13306,1,8.2,37,"19.376918,-99.16108"
998,Aznusi Cucine,19.376825,-99.160667,Restaurant,13065,NaN,NaN,44,"19.376918,-99.16108"
999,Tacotitlan,19.364534,-99.175953,Mexican Restaurant,13303,1,NaN,31,"19.364916,-99.175985"
1000,Mac Roman,19.364626,-99.175974,Taco Restaurant,13306,1,NaN,32,"19.364916,-99.175985"
1001,The BeerBox del Valle,19.365278,-99.175793,Beer Bar,13006,NaN,NaN,44,"19.364916,-99.175985"
1002,La Artesa,19.365274,-99.176046,Bakery,13002,1,7.9,46,"19.364916,-99.175985"
1003,Olive Salads,19.36192,-99.172243,Deli,13039,1,6.9,34,"19.362037,-99.172683"
1004,Cochinita Power,19.44126,-99.16198,Mexican Restaurant,13303,1,8.3,26,"19.441114,-99.161636"
1005,Mis Dos Tierras,19.441284,-99.161819,Venezuelan Restaurant,13378,NaN,NaN,26,"19.441114,-99.161636"
1006,Quesadillas de Chalmita,19.441233,-99.162047,Mexican Restaurant,13303,1,7.9,32,"19.441114,-99.161636"
1007,Sincronizadas y Hamburguesas,19.441358,-99.161587,Burger Joint,13031,1,NaN,37,"19.441114,-99.161636"
1008,Chino Moreno Bistro Asiático,19.441439,-99.161767,Noodle Restaurant,13315,1,NaN,38,"19.441114,-99.161636"
1009,Quesadillas de la esquina,19.441257,-99.162018,Taco Restaurant,13306,1,NaN,43,"19.441114,-99.161636"
1010,La Morena de Acapulco,19.44126,-99.16198,Mexican Restaurant,13303,1,NaN,45,"19.441114,-99.161636"
1011,Comida Casera Ale,19.41013,-99.188163,Comfort Food Restaurant,13134,NaN,NaN,3,"19.410036,-99.187978"
1012,Cocina Económica Galli,19.410132,-99.187846,Diner,13049,1,6.7,8,"19.410036,-99.187978"
1013,Dharma Momos,19.409857,-99.187882,Restaurant,13065,2,NaN,10,"19.410036,-99.187978"
1014,Wafle Gourmet,19.410202,-99.18795,BBQ Joint,13026,2,NaN,18,"19.410036,-99.187978"
1015,Tortilleria San Miguel,19.410255,-99.187703,Mexican Restaurant,13303,1,NaN,37,"19.410036,-99.187978"
1016,Barbacoa de Rafael Rebollar,19.409611,-99.187851,Taco Restaurant,13306,1,6.9,52,"19.410036,-99.187978"
1017,Nicho Bears & Bar,19.424081,-99.166511,Gay Bar,13011,2,7.6,2,"19.424187,-99.166497"
1018,Quesadillas de Sandy,19.424081,-99.166511,Molecular Gastronomy Restaurant,13311,4,NaN,12,"19.424187,-99.166497"
1019,Xuni,19.42417,-99.166622,Bar,13003,2,NaN,13,"19.424187,-99.166497"
1020,Banqueta del Nicho,19.424409,-99.166658,Beer Garden,13007,1,NaN,14,"19.424187,-99.166497"
1021,Nul Bom,19.424409,-99.166658,Korean Restaurant,13289,2,7.1,17,"19.424187,-99.166497"
1022,Lui Super,19.424257,-99.166657,Korean Restaurant,13289,2,NaN,18,"19.424187,-99.166497"
1023,Restaurante Rumano,19.424094,-99.166636,Romanian Restaurant,13328,NaN,NaN,18,"19.424187,-99.166497"
1024,Quesadillas de la Güera,19.424094,-99.166636,Mexican Restaurant,13303,1,NaN,21,"19.424187,-99.166497"
1025,Melodika Canta Bar,19.424177,-99.166435,Karaoke Bar,13015,2,5.7,22,"19.424187,-99.166497"
1026,Jazz y Kar Jugos y Licuados,19.424409,-99.166658,Sandwich Restaurant,13334,1,NaN,23,"19.424187,-99.166497"
1027,Go Hyang Zib,19.424409,-99.166658,Korean Restaurant,13289,2,7.5,25,"19.424187,-99.166497"
1028,O Mart,19.424283,-99.166749,Deli,13039,1,NaN,28,"19.424187,-99.166497"
1029,Passion,19.424177,-99.166435,Dive Bar,13010,1,NaN,28,"19.424187,-99.166497"
1030,Cocoraoke,19.424462,-99.166516,Karaoke Bar,13015,2,NaN,30,"19.424187,-99.166497"
1031,Kaprichosa,19.424461,-99.16654,Bar,13003,2,NaN,30,"19.424187,-99.166497"
1032,Ensaladas,19.423893,-99.16656,Salad Restaurant,13332,1,NaN,33,"19.424187,-99.166497"
1033,Min Sok Chon,19.424437,-99.166591,Korean Restaurant,13289,2,8.1,38,"19.424187,-99.166497"
1034,Restaurante Coreano,19.424437,-99.166591,Asian Restaurant,13072,2,7.1,39,"19.424187,-99.166497"
1035,Enchiladas,19.423985,-99.166587,Mexican Restaurant,13303,1,NaN,41,"19.424187,-99.166497"
1036,Los Arcos,19.424561,-99.166448,Mexican Restaurant,13303,NaN,NaN,41,"19.424187,-99.166497"
1037,Mercado,19.423985,-99.166587,Mexican Restaurant,13303,1,NaN,42,"19.424187,-99.166497"
1038,Babiana,19.423959,-99.166337,Gay Bar,13011,2,4.9,43,"19.424187,-99.166497"
1039,El Perro Sediento,19.424601,-99.166601,Bar,13003,2,NaN,47,"19.424187,-99.166497"
1040,Phở King,19.424519,-99.166707,Vietnamese Restaurant,13379,2,6.7,52,"19.424187,-99.166497"
1041,Ponte Vecchio,19.423849,-99.166288,Restaurant,13065,NaN,NaN,52,"19.424187,-99.166497"
1042,Kyung Hwa Choi,19.424326,-99.166859,Korean Restaurant,13289,2,NaN,52,"19.424187,-99.166497"
1043,Beatricita,19.423943,-99.166845,Taco Restaurant,13306,1,8.1,53,"19.424187,-99.166497"
1044,Doña Tere,19.423807,-99.166547,BBQ Joint,13026,2,NaN,53,"19.424187,-99.166497"
1045,Tacos de bistek,19.423779,-99.166614,Taco Restaurant,13306,1,NaN,54,"19.424187,-99.166497"
1046,Karaoke Metalero,19.424587,-99.166698,Karaoke Bar,13015,2,NaN,58,"19.424187,-99.166497"
1047,Fresh Garden Salads,19.373114,-99.172614,Salad Restaurant,13332,1,8.2,43,"19.373307,-99.172471"
1048,Sucre I Cacao Pastisseria,19.385576,-99.180735,Bakery,13002,1,8.0,9,"19.385632,-99.180848"
1049,Tamales los Naranjos,19.393578,-99.17813,Mexican Restaurant,13303,1,NaN,7,"19.393643,-99.178156"
1050,Tacomix,19.393737,-99.178048,Taco Restaurant,13306,1,NaN,15,"19.393643,-99.178156"
1051,Los Carboncitos,19.393603,-99.178418,Taco Restaurant,13306,NaN,NaN,27,"19.393643,-99.178156"
1052,Tacos Cortes Finos,19.393955,-99.17823,Taco Restaurant,13306,1,NaN,35,"19.393643,-99.178156"
1053,El Carboncito napoles,19.393961,-99.178181,Restaurant,13065,NaN,NaN,35,"19.393643,-99.178156"
1054,Carnitas Don Benja,19.393833,-99.17787,Taco Restaurant,13306,1,NaN,36,"19.393643,-99.178156"
1055,Mixiotes Napoles,19.393702,-99.177708,Restaurant,13065,2,NaN,53,"19.393643,-99.178156"
1056,Barbacoa el tío,19.393702,-99.177708,Taco Restaurant,13306,1,NaN,55,"19.393643,-99.178156"
1057,Jatinho's,19.388159,-99.169948,Lounge,13016,3,NaN,27,"19.388178,-99.169689"
1058,Las Polas,19.388024,-99.169332,Mexican Restaurant,13303,2,8.6,31,"19.388178,-99.169689"
1059,Romy Lu,19.422504,-99.170011,Diner,13049,1,NaN,3,"19.4226672,-99.1699751"
1060,El Globo Sevilla,19.422531,-99.169944,Restaurant,13065,NaN,NaN,15,"19.4226672,-99.1699751"
1061,Provincia Capital,19.422781,-99.169815,Mexican Restaurant,13303,1,6.7,21,"19.4226672,-99.1699751"
1062,Provincia Capital,19.422781,-99.169815,Mexican Restaurant,13303,1,NaN,21,"19.4226672,-99.1699751"
1063,Doña Cuca Restaurant,19.422544,-99.170069,Mexican Restaurant,13303,1,NaN,26,"19.4226672,-99.1699751"
1064,Born In Mexico,19.422544,-99.170069,Dive Bar,13010,1,NaN,34,"19.4226672,-99.1699751"
1065,El Padrino,19.422832,-99.169588,Restaurant,13065,2,7.6,44,"19.4226672,-99.1699751"
1066,Torteria la Valentina,19.422407,-99.170087,Sandwich Restaurant,13334,1,NaN,63,"19.4226672,-99.1699751"
1067,Doña Blanca,19.422504,-99.170011,"Cafes, Coffee, and Tea Houses",13032,1,7.8,819,"19.4226672,-99.1699751"
1068,Pizzalianni's,19.428148,-99.16091,Italian Restaurant,13236,NaN,NaN,42,"19.427937,-99.161245"
1069,Pizzalianni's,19.428134,-99.161102,Pizzeria,13064,2,6.7,43,"19.427937,-99.161245"
1070,TortiPorky,19.427585,-99.161174,Taco Restaurant,13306,1,NaN,60,"19.427937,-99.161245"
1071,El Churrasquito,19.39388,-99.162232,Argentinian Restaurant,13070,2,7.1,16,"19.394092,-99.162139"
1072,Beer Center,19.39418,-99.162446,Beer Garden,13007,1,NaN,21,"19.394092,-99.162139"
1073,"La Pescadería, del Valle",19.394249,-99.162437,Seafood Restaurant,13338,3,7.4,27,"19.394092,-99.162139"
1074,Yani's Bar,19.393811,-99.162241,Bar,13003,2,NaN,29,"19.394092,-99.162139"
1075,Adriana Club,19.39418,-99.162446,Dive Bar,13010,1,NaN,30,"19.394092,-99.162139"
1076,Comisariato Taquería el Califa,19.399749,-99.177114,Taco Restaurant,13306,1,NaN,44,"19.399763,-99.177538"
1077,Super Tortas Durango,19.420241,-99.172566,Sandwich Restaurant,13334,1,NaN,27,"19.4204398,-99.1727208"
1078,Las Brujas,19.420147,-99.173044,Restaurant,13065,2,7.3,35,"19.4204398,-99.1727208"
1079,Heladeria la Especial de Paris Cibeles,19.420599,-99.173048,Ice Cream Parlor,13046,1,6.2,37,"19.4204398,-99.1727208"
1080,Cine bar,19.420147,-99.173044,Bar,13003,2,NaN,46,"19.4204398,-99.1727208"
1081,Paradiso,19.420531,-99.173057,Pizzeria,13064,1,NaN,50,"19.4204398,-99.1727208"
1082,Angelopolitano,19.420503,-99.173124,Fast Food Restaurant,13145,2,7.8,55,"19.4204398,-99.1727208"
1083,Beer Hall,19.420188,-99.173102,Comedy Club,10010,2,6.9,67,"19.4204398,-99.1727208"
1084,"Chelería ""La Marisquería""",19.406772,-99.163204,Seafood Restaurant,13338,3,NaN,42,"19.406959,-99.163021"
1085,La Rezongona,19.426502,-99.16442,Beer Bar,13006,NaN,7.8,9,"19.426384,-99.164255"
1086,Hot Dogs de la Esquina,19.426585,-99.164219,Hot Dog Joint,13058,1,NaN,9,"19.426384,-99.164255"
1087,Pizza Pazza,19.426326,-99.164063,Pizzeria,13064,1,5.4,16,"19.426384,-99.164255"
1088,El Butter ZR,19.42627,-99.164197,Gay Bar,13011,2,NaN,17,"19.426384,-99.164255"
1089,Subway,19.426326,-99.164063,Deli,13039,1,5.3,17,"19.426384,-99.164255"
1090,Café Ventura,19.426667,-99.164335,Fast Food Restaurant,13145,2,6.5,20,"19.426384,-99.164255"
1091,Domino's Pizza,19.426502,-99.16442,Pizzeria,13064,1,4.9,20,"19.426384,-99.164255"
1092,Subway,19.426394,-99.164054,Deli,13039,NaN,NaN,21,"19.426384,-99.164255"
1093,El Trompo Chillador,19.426503,-99.164085,Taco Restaurant,13306,1,NaN,22,"19.426384,-99.164255"
1094,Burguerfi,19.426419,-99.164621,Burger Joint,13031,1,6.7,24,"19.426384,-99.164255"
1095,Bud Light,19.426419,-99.164621,Bar,13003,2,NaN,24,"19.426384,-99.164255"
1096,Hamburguesas y Hot Dogs Don Polo,19.426419,-99.164621,Burger Joint,13031,1,NaN,24,"19.426384,-99.164255"
1097,Chienne,19.426187,-99.164398,Bar,13003,2,NaN,25,"19.426384,-99.164255"
1098,Hotchos Roller,19.426532,-99.164054,Hot Dog Joint,13058,1,NaN,26,"19.426384,-99.164255"
1099,Boomer?s,19.426626,-99.164277,Restaurant,13065,NaN,NaN,26,"19.426384,-99.164255"
1100,Restaurante Yuppies Sports Cafe,19.426572,-99.164094,Restaurant,13065,NaN,NaN,26,"19.426384,-99.164255"
1101,Tacos Don Manolito,19.426626,-99.164277,Taco Restaurant,13306,NaN,NaN,26,"19.426384,-99.164255"
1102,Burger King,19.426274,-99.164023,Burger Joint,13031,1,5.1,27,"19.426384,-99.164255"
1103,Hot Dogs-El Güero,19.425996,-99.164233,Hot Dog Joint,13058,1,NaN,28,"19.426384,-99.164255"
1104,La Marchela,19.426709,-99.164076,Beer Bar,13006,2,5.9,29,"19.426384,-99.164255"
1105,Cupcakeria,19.426585,-99.164219,Cupcake Shop,13042,2,6.8,33,"19.426384,-99.164255"
1106,Sukiya,19.426161,-99.164148,Burger Joint,13031,2,7.6,36,"19.426384,-99.164255"
1107,Boomers,19.426725,-99.164249,Beer Garden,13007,2,5.7,36,"19.426384,-99.164255"
1108,El Moro,19.426202,-99.163956,Mexican Restaurant,13303,1,NaN,37,"19.426384,-99.164255"
1109,Boomers Grill & Bar,19.426708,-99.164393,Sports Bar,13022,NaN,NaN,38,"19.426384,-99.164255"
1110,Restaurante Continental,19.426361,-99.164635,Restaurant,13065,2,NaN,39,"19.426384,-99.164255"
1111,La CHOPERIA,19.426159,-99.163943,Bar,13003,2,5.4,41,"19.426384,-99.164255"
1112,El Reven,19.426114,-99.163955,Dive Bar,13010,1,5.0,43,"19.426384,-99.164255"
1113,Bravia,19.426533,-99.163856,Dive Bar,13010,1,NaN,44,"19.426384,-99.164255"
1114,"Restaurante la Chopería, Zona Rosa",19.426071,-99.163995,Gastropub,13057,NaN,NaN,44,"19.426384,-99.164255"
1115,La Birria de Tijuana,19.426642,-99.163908,Restaurant,13065,2,NaN,46,"19.426384,-99.164255"
1116,Takontento,19.426226,-99.163829,Bar,13003,2,NaN,47,"19.426384,-99.164255"
1117,Churrería el Moro,19.426079,-99.164032,Coffee Shop,13035,1,8.3,48,"19.426384,-99.164255"
1118,Aventura,19.426807,-99.164136,Restaurant,13065,2,NaN,48,"19.426384,-99.164255"
1119,El Torton de Hamburgo,19.426737,-99.164009,Taco Restaurant,13306,1,NaN,48,"19.426384,-99.164255"
1120,Café Zu,19.426723,-99.164201,Café,13034,1,5.9,49,"19.426384,-99.164255"
1121,Sukiiya,19.426067,-99.163922,Japanese Restaurant,13263,2,NaN,49,"19.426384,-99.164255"
1122,Tortaquiles,19.426737,-99.164009,Fast Food Restaurant,13145,1,NaN,55,"19.426384,-99.164255"
1123,Cuénta Ovejas,19.415268,-99.172086,Wine Bar,13025,2,5.7,21,"19.415358,-99.171902"
1124,Amantoli Tap Room,19.415365,-99.172195,Beer Bar,13006,NaN,NaN,30,"19.415358,-99.171902"
1125,ZU.ZU Terraza,19.415156,-99.172194,Restaurant,13065,2,6.4,37,"19.415358,-99.171902"
1126,Tacos Roma,19.41567,-99.172072,Taco Restaurant,13306,1,NaN,38,"19.415358,-99.171902"
1127,Jugos Alex,19.411766,-99.190166,Fast Food Restaurant,13145,NaN,NaN,6,"19.411711,-99.190139"
1128,Teriyaki San,19.411838,-99.190557,Asian Restaurant,13072,2,NaN,46,"19.411711,-99.190139"
1129,Bracco,19.415006,-99.174778,Mexican Restaurant,13303,1,NaN,8,"19.414968,-99.174766"
1130,Tlacoyazo,19.415047,-99.17482,Taco Restaurant,13306,1,NaN,10,"19.414968,-99.174766"
1131,U.to.pi.a,19.414972,-99.174734,Vegan and Vegetarian Restaurant,13377,2,7.8,12,"19.414968,-99.174766"
1132,El Caimancito,19.41511,-99.174818,Seafood Restaurant,13338,3,NaN,16,"19.414968,-99.174766"
1133,Huachilango,19.414971,-99.175051,Fast Food Restaurant,13145,NaN,NaN,29,"19.414968,-99.174766"
1134,Taquería el Charro,19.409782,-99.164393,Taco Restaurant,13306,1,6.1,6,"19.409894,-99.164288"
1135,La Opera Restaurant Bar,19.409782,-99.164393,Café,13034,1,8.1,9,"19.409894,-99.164288"
1136,Poh-kay,19.410152,-99.164281,Hawaiian Restaurant,13192,NaN,NaN,16,"19.409894,-99.164288"
1137,Agárrate Catalina,19.410152,-99.164281,Pizzeria,13064,1,7.9,20,"19.409894,-99.164288"
1138,Cafe el Chavalete,19.410113,-99.163906,Diner,13049,1,NaN,22,"19.409894,-99.164288"
1139,Restaurante AliOli,19.409798,-99.163884,Tapas Restaurant,13347,2,7.7,26,"19.409894,-99.164288"
1140,Ásame Mucho,19.410234,-99.164397,BBQ Joint,13026,2,7.6,26,"19.409894,-99.164288"
1141,La Flor de Medellin,19.410084,-99.16429,Pub,13018,1,NaN,29,"19.409894,-99.164288"
1142,El Sazón de Colima,19.410193,-99.164339,Mexican Restaurant,13303,1,NaN,31,"19.409894,-99.164288"
1143,Meu,19.41022,-99.164368,Brazilian Restaurant,13079,2,NaN,37,"19.409894,-99.164288"
1144,"""Welik"" Cochinita pibil.",19.409866,-99.163875,Mexican Restaurant,13303,1,5.9,39,"19.409894,-99.164288"
1145,Lima Mía,19.410248,-99.164324,Seafood Restaurant,13338,3,5.8,39,"19.409894,-99.164288"
1146,Cafe Tacobar del Sur,19.409945,-99.163911,Bar,13003,NaN,NaN,39,"19.409894,-99.164288"
1147,La Carajita,19.410234,-99.164397,Venezuelan Restaurant,13378,NaN,7.5,40,"19.409894,-99.164288"
1148,Valderama,19.410165,-99.164406,Colombian Restaurant,13133,NaN,6.0,40,"19.409894,-99.164288"
1149,Macondo - Comida Colombiana,19.410262,-99.16433,Latin American Restaurant,13297,NaN,NaN,41,"19.409894,-99.164288"
1150,Comedor de los Milagros,19.410165,-99.164406,Cocktail Bar,13009,2,8.3,43,"19.409894,-99.164288"
1151,La Cochinita Pibil,19.409866,-99.163875,Mexican Restaurant,13303,NaN,NaN,43,"19.409894,-99.164288"
1152,Alioli Paellas & Tapa,19.409866,-99.163875,Spanish Restaurant,13345,NaN,NaN,43,"19.409894,-99.164288"
1153,Imbranato Caffé,19.404552,-99.17441,Diner,13049,1,NaN,20,"19.404733,-99.174461"
1154,Taquitos de Guisado,19.404339,-99.174589,Taco Restaurant,13306,1,NaN,45,"19.404733,-99.174461"
1155,Mushi Mushi,19.404998,-99.174077,Asian Restaurant,13072,2,NaN,60,"19.404733,-99.174461"
1156,La Texcocana,19.433787,-99.146489,Mexican Restaurant,13303,1,6.7,3,"19.433705,-99.146665"
1157,Wings Station,19.433869,-99.146605,Wings Joint,13388,1,6.4,7,"19.433705,-99.146665"
1158,Cooper Wings,19.433728,-99.146731,Wings Joint,13388,1,NaN,7,"19.433705,-99.146665"
1159,Bar Miramar,19.43384,-99.146855,Bar,13003,2,5.4,24,"19.433705,-99.146665"
1160,La Marquesina,19.433723,-99.146415,Salad Restaurant,13332,1,NaN,26,"19.433705,-99.146665"
1161,En,19.433867,-99.146921,Japanese Restaurant,13263,2,NaN,29,"19.433705,-99.146665"
1162,Taco Fish & Beer,19.433869,-99.146605,Mexican Restaurant,13303,1,NaN,29,"19.433705,-99.146665"
1163,La Taquilla,19.433829,-99.14623,Mexican Restaurant,13303,1,NaN,32,"19.433705,-99.146665"
1164,Bar Miramar,19.433867,-99.146921,Bar,13003,NaN,NaN,32,"19.433705,-99.146665"
1165,El Uekito,19.433746,-99.146431,Mexican Restaurant,13303,1,NaN,33,"19.433705,-99.146665"
1166,Restaurante el Gallo de Oro,19.433908,-99.146979,Mexican Restaurant,13303,1,5.8,35,"19.433705,-99.146665"
1167,En Asian Food,19.433853,-99.147113,Asian Restaurant,13072,2,7.7,37,"19.433705,-99.146665"
1168,Caldos de Gallina el Triunfo,19.433972,-99.146877,Restaurant,13065,2,NaN,37,"19.433705,-99.146665"
1169,Gloria,19.433459,-99.146342,Restaurant,13065,NaN,NaN,43,"19.433705,-99.146665"
1170,Tacos el Paisa buenavista,19.433853,-99.147113,Taco Restaurant,13306,NaN,NaN,49,"19.433705,-99.146665"
1171,Bar Lepanto,19.42209,-99.164111,Bar,13003,2,6.6,18,"19.422379,-99.164137"
1172,Caldos de Gallina Luis,19.422351,-99.16395,Mexican Restaurant,13303,1,7.9,25,"19.422379,-99.164137"
1173,Las Enchiladas,19.422077,-99.163986,Mexican Restaurant,13303,1,NaN,27,"19.422379,-99.164137"
1174,I Love Snack,19.422063,-99.164178,Restaurant,13065,2,NaN,29,"19.422379,-99.164137"
1175,Caldos Don Luis,19.422379,-99.163883,Mexican Restaurant,13303,1,NaN,30,"19.422379,-99.164137"
1176,Cantina Lepanto,19.422404,-99.16445,Restaurant,13065,2,8.0,31,"19.422379,-99.164137"
1177,Buffet Vegetariano los Murales,19.422817,-99.164079,Vegan and Vegetarian Restaurant,13377,2,NaN,36,"19.422379,-99.164137"
1178,Café Tacobar,19.422407,-99.163816,Bar,13003,2,8.5,40,"19.422379,-99.164137"
1179,Ensaladas Av Oaxaca,19.422035,-99.164245,Salad Restaurant,13332,1,NaN,40,"19.422379,-99.164137"
1180,"Tacos de guisado ""Los Morros""",19.422366,-99.163758,Taco Restaurant,13306,1,NaN,45,"19.422379,-99.164137"
1181,El Time,19.422817,-99.164079,Bar,13003,2,NaN,48,"19.422379,-99.164137"
1182,Gitanerias,19.422817,-99.164079,Spanish Restaurant,13345,NaN,NaN,49,"19.422379,-99.164137"
1183,La Puntita,19.422349,-99.164584,Brewery,13029,2,NaN,55,"19.422379,-99.164137"
1184,Los Full Taco Fish,19.422817,-99.164079,Seafood Restaurant,13338,3,7.5,57,"19.422379,-99.164137"
1185,El Saborcito,19.422448,-99.163874,Diner,13049,1,NaN,1568,"19.422379,-99.164137"
1186,Tacos las Güeras,19.41171,-99.178075,Taco Restaurant,13306,1,NaN,30,"19.411825,-99.178456"
1187,Quesadillas de Cozumel,19.419434,-99.169906,Mexican Restaurant,13303,1,NaN,16,"19.41919,-99.169764"
1188,El 69 de Salamanca,19.418996,-99.16971,Mexican Restaurant,13303,NaN,NaN,22,"19.41919,-99.169764"
1189,Taquería la Negra,19.418845,-99.16992,Taco Restaurant,13306,1,7.3,26,"19.41919,-99.169764"
1190,Restaurant Boro's Bar,19.419367,-99.169598,Restaurant,13065,NaN,NaN,26,"19.41919,-99.169764"
1191,Tacos de Asado,19.419532,-99.169513,Taco Restaurant,13306,1,NaN,33,"19.41919,-99.169764"
1192,Cloaca Bar,19.418954,-99.169969,Speakeasy,13021,3,NaN,34,"19.41919,-99.169764"
1193,Vips,19.419434,-99.169906,Restaurant,13065,1,5.3,34,"19.41919,-99.169764"
1194,Rigo's,19.419532,-99.169513,Bar,13003,2,NaN,39,"19.41919,-99.169764"
1195,Avenida la Tizona,19.418818,-99.16967,Seafood Restaurant,13338,3,7.8,40,"19.41919,-99.169764"
1196,Vortex,19.418912,-99.169517,Speakeasy,13021,3,7.0,40,"19.41919,-99.169764"
1197,Fiammare Roma,19.418874,-99.169644,Italian Restaurant,13236,2,NaN,44,"19.41919,-99.169764"
1198,Barrio Maya,19.418777,-99.169612,Restaurant,13065,2,5.6,46,"19.41919,-99.169764"
1199,Tacos de carnitas Superama,19.41497,-99.178345,Taco Restaurant,13306,1,NaN,7,"19.4148233,-99.1783527"
1200,Romero & Juliana,19.414819,-99.178555,Bistro,13027,NaN,7.5,9,"19.4148233,-99.1783527"
1201,Super Taco,19.414828,-99.178251,Mexican Restaurant,13303,1,NaN,10,"19.4148233,-99.1783527"
1202,Super Tortas la Verdadera,19.415204,-99.178251,Sandwich Restaurant,13334,1,7.0,12,"19.4148233,-99.1783527"
1203,El Rey del Taco,19.415039,-99.178336,Mexican Restaurant,13303,1,7.6,14,"19.4148233,-99.1783527"
1204,Fish tacos,19.414835,-99.178046,Seafood Restaurant,13338,3,NaN,37,"19.4148233,-99.1783527"
1205,Alchef,19.41486,-99.178613,Deli,13039,1,7.9,41,"19.4148233,-99.1783527"
1206,Polleria la Oaxaqueña,19.414982,-99.178714,Fried Chicken Joint,13055,1,NaN,41,"19.4148233,-99.1783527"
1207,Jugos Alex,19.415093,-99.178671,Mexican Restaurant,13303,1,6.9,44,"19.4148233,-99.1783527"
1208,Los Huachis.,19.414873,-99.178738,Mexican Restaurant,13303,1,NaN,50,"19.4148233,-99.1783527"
1209,Cafe Santamaria,19.414409,-99.178292,Coffee Shop,13035,1,6.9,51,"19.4148233,-99.1783527"
1210,Esquina Común,19.414222,-99.177115,Restaurant,13065,2,NaN,15,"19.414119,-99.177214"
1211,The Green Corner,19.414441,-99.177274,Restaurant,13065,3,7.4,21,"19.414119,-99.177214"
1212,El Shebil,19.414076,-99.176892,Gay Bar,13011,2,NaN,34,"19.414119,-99.177214"
1213,Casa Titlán,19.41433,-99.176805,Mexican Restaurant,13303,1,NaN,48,"19.414119,-99.177214"
1214,El Sur Restaurante,19.418536,-99.176881,Mexican Restaurant,13303,1,NaN,38,"19.418879,-99.176854"
1215,Food Trucks parque México,19.411595,-99.169729,BBQ Joint,13026,2,NaN,21,"19.41128,-99.169825"
1216,"Garnachería ""La Morena""",19.37096,-99.176251,Mexican Restaurant,13303,1,NaN,0,"19.37099,-99.176135"
1217,El Café,19.37096,-99.176251,Mexican Restaurant,13303,1,NaN,3,"19.37099,-99.176135"
1218,Tacos el Lobo,19.371028,-99.176243,Taco Restaurant,13306,1,NaN,11,"19.37099,-99.176135"
1219,Hamburguesas i.carbón,19.371179,-99.176349,Burger Joint,13031,1,NaN,16,"19.37099,-99.176135"
1220,Gastronomica Quebrache,19.37096,-99.176251,Burger Joint,13031,1,8.0,24,"19.37099,-99.176135"
1221,Birria san Francisco,19.37096,-99.176251,Mexican Restaurant,13303,1,NaN,25,"19.37099,-99.176135"
1222,iCarbon,19.37096,-99.176251,Burger Joint,13031,1,NaN,29,"19.37099,-99.176135"
1223,Quebrache San Lorenzo,19.371262,-99.176149,Burger Joint,13031,NaN,NaN,30,"19.37099,-99.176135"
